5 Minutes,Flow (Veh/5 Minutes),# Lane Points,% Observed
2022/03/06 13:05,522,4,0.00
2022/03/06 13:10,531,4,0.00
2022/03/06 13:15,483,4,0.00
2022/03/06 13:20,515,4,0.00
2022/03/06 13:25,525,4,0.00
2022/03/06 13:30,487,4,0.00
2022/03/06 13:35,540,4,0.00
2022/03/06 13:40,451,4,0.00
2022/03/06 13:45,510,4,0.00
2022/03/06 13:50,511,4,0.00
2022/03/06 13:55,522,4,0.00
2022/03/06 14:00,500,4,0.00
2022/03/06 14:05,506,4,0.00
2022/03/06 14:10,489,4,0.00
2022/03/06 14:15,521,4,0.00
2022/03/06 14:20,495,4,0.00
2022/03/06 14:25,537,4,0.00
2022/03/06 14:30,516,4,0.00
2022/03/06 14:35,507,4,0.00
2022/03/06 14:40,444,4,0.00
2022/03/06 14:45,509,4,0.00
2022/03/06 14:50,503,4,0.00
2022/03/06 14:55,492,4,0.00
2022/03/06 15:00,497,4,0.00
2022/03/06 15:05,498,4,0.00
2022/03/06 15:10,518,4,0.00
2022/03/06 15:15,492,4,0.00
2022/03/06 15:20,520,4,0.00
2022/03/06 15:25,511,4,0.00
2022/03/06 15:30,465,4,0.00
2022/03/06 15:35,513,4,0.00
2022/03/06 15:40,456,4,0.00
2022/03/06 15:45,498,4,0.00
2022/03/06 15:50,482,4,0.00
2022/03/06 15:55,521,4,0.00
2022/03/06 16:00,498,4,0.00
2022/03/06 16:05,502,4,0.00
2022/03/06 16:10,527,4,0.00
2022/03/06 16:15,536,4,0.00
2022/03/06 16:20,514,4,0.00
2022/03/06 16:25,510,4,0.00
2022/03/06 16:30,498,4,0.00
2022/03/06 16:35,517,4,0.00
2022/03/06 16:40,481,4,0.00
2022/03/06 16:45,497,4,0.00
2022/03/06 16:50,510,4,0.00
2022/03/06 16:55,528,4,0.00
2022/03/06 17:00,504,4,0.00
2022/03/06 17:05,546,4,0.00
2022/03/06 17:10,480,4,0.00
2022/03/06 17:15,503,4,0.00
2022/03/06 17:20,495,4,0.00
2022/03/06 17:25,506,4,0.00
2022/03/06 17:30,532,4,0.00
2022/03/06 17:35,527,4,0.00
2022/03/06 17:40,525,4,0.00
2022/03/06 17:45,499,4,0.00
2022/03/06 17:50,510,4,0.00
2022/03/06 17:55,515,4,0.00
2022/03/06 18:00,549,4,0.00
2022/03/06 18:05,529,4,0.00
2022/03/06 18:10,520,4,0.00
2022/03/06 18:15,522,4,0.00
2022/03/06 18:20,519,4,0.00
2022/03/06 18:25,531,4,0.00
2022/03/06 18:30,501,4,0.00
2022/03/06 18:35,528,4,0.00
2022/03/06 18:40,517,4,0.00
2022/03/06 18:45,523,4,0.00
2022/03/06 18:50,530,4,0.00
2022/03/06 18:55,518,4,0.00
2022/03/06 19:00,514,4,0.00
2022/03/06 19:05,524,4,0.00
2022/03/06 19:10,504,4,0.00
2022/03/06 19:15,530,4,0.00
2022/03/06 19:20,464,4,0.00
2022/03/06 19:25,468,4,0.00
2022/03/06 19:30,533,4,0.00
2022/03/06 19:35,487,4,0.00
2022/03/06 19:40,493,4,0.00
2022/03/06 19:45,528,4,0.00
2022/03/06 19:50,512,4,0.00
2022/03/06 19:55,502,4,0.00
2022/03/06 20:00,518,4,0.00
2022/03/06 20:05,500,4,0.00
2022/03/06 20:10,511,4,0.00
2022/03/06 20:15,501,4,0.00
2022/03/06 20:20,520,4,0.00
2022/03/06 20:25,508,4,0.00
2022/03/06 20:30,475,4,0.00
2022/03/06 20:35,484,4,0.00
2022/03/06 20:40,469,4,0.00
2022/03/06 20:45,444,4,0.00
2022/03/06 20:50,458,4,0.00
2022/03/06 20:55,462,4,0.00
2022/03/06 21:00,428,4,0.00
2022/03/06 21:05,489,4,0.00
2022/03/06 21:10,458,4,0.00
2022/03/06 21:15,476,4,0.00
2022/03/06 21:20,462,4,0.00
2022/03/06 21:25,476,4,0.00
2022/03/06 21:30,517,4,0.00
2022/03/06 21:35,493,4,0.00
2022/03/06 21:40,462,4,0.00
2022/03/06 21:45,440,4,0.00
2022/03/06 21:50,437,4,0.00
2022/03/06 21:55,423,4,0.00
2022/03/06 22:00,421,4,0.00
2022/03/06 22:05,412,4,0.00
2022/03/06 22:10,434,4,0.00
2022/03/06 22:15,451,4,0.00
2022/03/06 22:20,430,4,0.00
2022/03/06 22:25,451,4,0.00
2022/03/06 22:30,427,4,0.00
2022/03/06 22:35,425,4,0.00
2022/03/06 22:40,432,4,0.00
2022/03/06 22:45,427,4,0.00
2022/03/06 22:50,381,4,0.00
2022/03/06 22:55,400,4,0.00
2022/03/06 23:00,336,4,0.00
2022/03/06 23:05,346,4,0.00
2022/03/06 23:10,358,4,0.00
2022/03/06 23:15,408,4,0.00
2022/03/06 23:20,364,4,0.00
2022/03/06 23:25,340,4,0.00
2022/03/06 23:30,316,4,0.00
2022/03/06 23:35,295,4,0.00
2022/03/06 23:40,292,4,0.00
2022/03/06 23:45,292,4,0.00
2022/03/06 23:50,288,4,0.00
2022/03/06 23:55,279,4,0.00
2022/04/06 00:00,289,4,0.00
2022/04/06 00:05,339,4,0.00
2022/04/06 00:10,320,4,0.00
2022/04/06 00:15,290,4,0.00
2022/04/06 00:20,265,4,0.00
2022/04/06 00:25,244,4,0.00
2022/04/06 00:30,294,4,0.00
2022/04/06 00:35,249,4,0.00
2022/04/06 00:40,237,4,0.00
2022/04/06 00:45,222,4,0.00
2022/04/06 00:50,218,4,0.00
2022/04/06 00:55,225,4,0.00
2022/04/06 01:00,218,4,0.00
2022/04/06 01:05,195,4,0.00
2022/04/06 01:10,203,4,0.00
2022/04/06 01:15,207,4,0.00
2022/04/06 01:20,179,4,0.00
2022/04/06 01:25,178,4,0.00
2022/04/06 01:30,169,4,0.00
2022/04/06 01:35,162,4,0.00
2022/04/06 01:40,153,4,0.00
2022/04/06 01:45,165,4,0.00
2022/04/06 01:50,152,4,0.00
2022/04/06 01:55,153,4,0.00
2022/04/06 02:00,151,4,0.00
2022/04/06 02:05,147,4,0.00
2022/04/06 02:10,135,4,0.00
2022/04/06 02:15,144,4,0.00
2022/04/06 02:20,136,4,0.00
2022/04/06 02:25,136,4,0.00
2022/04/06 02:30,139,4,0.00
2022/04/06 02:35,131,4,0.00
2022/04/06 02:40,135,4,0.00
2022/04/06 02:45,112,4,0.00
2022/04/06 02:50,119,4,0.00
2022/04/06 02:55,103,4,0.00
2022/04/06 03:00,115,4,0.00
2022/04/06 03:05,121,4,0.00
2022/04/06 03:10,124,4,0.00
2022/04/06 03:15,101,4,0.00
2022/04/06 03:20,114,4,0.00
2022/04/06 03:25,103,4,0.00
2022/04/06 03:30,109,4,0.00
2022/04/06 03:35,121,4,0.00
2022/04/06 03:40,108,4,0.00
2022/04/06 03:45,110,4,0.00
2022/04/06 03:50,95,4,0.00
2022/04/06 03:55,103,4,0.00
2022/04/06 04:00,96,4,0.00
2022/04/06 04:05,98,4,0.00
2022/04/06 04:10,110,4,0.00
2022/04/06 04:15,94,4,0.00
2022/04/06 04:20,106,4,0.00
2022/04/06 04:25,93,4,0.00
2022/04/06 04:30,113,4,0.00
2022/04/06 04:35,133,4,0.00
2022/04/06 04:40,135,4,0.00
2022/04/06 04:45,134,4,0.00
2022/04/06 04:50,131,4,0.00
2022/04/06 04:55,126,4,0.00
2022/04/06 05:00,147,4,0.00
2022/04/06 05:05,155,4,0.00
2022/04/06 05:10,156,4,0.00
2022/04/06 05:15,155,4,0.00
2022/04/06 05:20,178,4,0.00
2022/04/06 05:25,189,4,0.00
2022/04/06 05:30,191,4,0.00
2022/04/06 05:35,211,4,0.00
2022/04/06 05:40,210,4,0.00
2022/04/06 05:45,205,4,0.00
2022/04/06 05:50,228,4,0.00
2022/04/06 05:55,257,4,0.00
2022/04/06 06:00,239,4,0.00
2022/04/06 06:05,241,4,0.00
2022/04/06 06:10,265,4,0.00
2022/04/06 06:15,294,4,0.00
2022/04/06 06:20,302,4,0.00
2022/04/06 06:25,320,4,0.00
2022/04/06 06:30,325,4,0.00
2022/04/06 06:35,355,4,0.00
2022/04/06 06:40,327,4,0.00
2022/04/06 06:45,353,4,0.00
2022/04/06 06:50,384,4,0.00
2022/04/06 06:55,331,4,0.00
2022/04/06 07:00,351,4,0.00
2022/04/06 07:05,362,4,0.00
2022/04/06 07:10,369,4,0.00
2022/04/06 07:15,383,4,0.00
2022/04/06 07:20,419,4,0.00
2022/04/06 07:25,417,4,0.00
2022/04/06 07:30,436,4,0.00
2022/04/06 07:35,449,4,0.00
2022/04/06 07:40,492,4,0.00
2022/04/06 07:45,483,4,0.00
2022/04/06 07:50,472,4,0.00
2022/04/06 07:55,496,4,0.00
2022/04/06 08:00,492,4,0.00
2022/04/06 08:05,466,4,0.00
2022/04/06 08:10,473,4,0.00
2022/04/06 08:15,500,4,0.00
2022/04/06 08:20,507,4,0.00
2022/04/06 08:25,550,4,0.00
2022/04/06 08:30,532,4,0.00
2022/04/06 08:35,496,4,0.00
2022/04/06 08:40,587,4,0.00
2022/04/06 08:45,590,4,0.00
2022/04/06 08:50,566,4,0.00
2022/04/06 08:55,558,4,0.00
2022/04/06 09:00,540,4,0.00
2022/04/06 09:05,546,4,0.00
2022/04/06 09:10,531,4,0.00
2022/04/06 09:15,569,4,0.00
2022/04/06 09:20,573,4,0.00
2022/04/06 09:25,564,4,0.00
2022/04/06 09:30,590,4,0.00
2022/04/06 09:35,565,4,0.00
2022/04/06 09:40,583,4,0.00
2022/04/06 09:45,578,4,0.00
2022/04/06 09:50,589,4,0.00
2022/04/06 09:55,570,4,0.00
2022/04/06 10:00,595,4,0.00
2022/04/06 10:05,572,4,0.00
2022/04/06 10:10,541,4,0.00
2022/04/06 10:15,541,4,0.00
2022/04/06 10:20,542,4,0.00
2022/04/06 10:25,552,4,0.00
2022/04/06 10:30,553,4,0.00
2022/04/06 10:35,550,4,0.00
2022/04/06 10:40,557,4,0.00
2022/04/06 10:45,496,4,0.00
2022/04/06 10:50,447,4,0.00
2022/04/06 10:55,444,4,0.00
2022/04/06 11:00,488,4,0.00
2022/04/06 11:05,452,4,0.00
2022/04/06 11:10,445,4,0.00
2022/04/06 11:15,458,4,0.00
2022/04/06 11:20,466,4,0.00
2022/04/06 11:25,477,4,0.00
2022/04/06 11:30,482,4,0.00
2022/04/06 11:35,493,4,0.00
2022/04/06 11:40,527,4,0.00
2022/04/06 11:45,535,4,0.00
2022/04/06 11:50,503,4,0.00
2022/04/06 11:55,493,4,0.00
2022/04/06 12:00,521,4,0.00
2022/04/06 12:05,499,4,0.00
2022/04/06 12:10,516,4,0.00
2022/04/06 12:15,504,4,0.00
2022/04/06 12:20,542,4,0.00
2022/04/06 12:25,496,4,0.00
2022/04/06 12:30,490,4,0.00
2022/04/06 12:35,504,4,0.00
2022/04/06 12:40,503,4,0.00
2022/04/06 12:45,516,4,0.00
2022/04/06 12:50,506,4,0.00
2022/04/06 12:55,518,4,0.00
2022/04/06 13:00,519,4,0.00
2022/04/06 13:05,526,4,0.00
2022/04/06 13:10,485,4,0.00
2022/04/06 13:15,537,4,0.00
2022/04/06 13:20,520,4,0.00
2022/04/06 13:25,544,4,0.00
2022/04/06 13:30,548,4,0.00
2022/04/06 13:35,523,4,0.00
2022/04/06 13:40,554,4,0.00
2022/04/06 13:45,542,4,0.00
2022/04/06 13:50,522,4,0.00
2022/04/06 13:55,549,4,0.00
2022/04/06 14:00,515,4,0.00
2022/04/06 14:05,511,4,0.00
2022/04/06 14:10,526,4,0.00
2022/04/06 14:15,517,4,0.00
2022/04/06 14:20,526,4,0.00
2022/04/06 14:25,517,4,0.00
2022/04/06 14:30,534,4,0.00
2022/04/06 14:35,525,4,0.00
2022/04/06 14:40,525,4,0.00
2022/04/06 14:45,539,4,0.00
2022/04/06 14:50,516,4,0.00
2022/04/06 14:55,535,4,0.00
2022/04/06 15:00,502,4,0.00
2022/04/06 15:05,520,4,0.00
2022/04/06 15:10,546,4,0.00
2022/04/06 15:15,504,4,0.00
2022/04/06 15:20,525,4,0.00
2022/04/06 15:25,493,4,0.00
2022/04/06 15:30,542,4,0.00
2022/04/06 15:35,534,4,0.00
2022/04/06 15:40,517,4,0.00
2022/04/06 15:45,519,4,0.00
2022/04/06 15:50,548,4,0.00
2022/04/06 15:55,534,4,0.00
2022/04/06 16:00,543,4,0.00
2022/04/06 16:05,526,4,0.00
2022/04/06 16:10,486,4,0.00
2022/04/06 16:15,487,4,0.00
2022/04/06 16:20,487,4,0.00
2022/04/06 16:25,496,4,0.00
2022/04/06 16:30,495,4,0.00
2022/04/06 16:35,523,4,0.00
2022/04/06 16:40,506,4,0.00
2022/04/06 16:45,452,4,0.00
2022/04/06 16:50,463,4,0.00
2022/04/06 16:55,471,4,0.00
2022/04/06 17:00,452,4,0.00
2022/04/06 17:05,474,4,0.00
2022/04/06 17:10,544,4,0.00
2022/04/06 17:15,554,4,0.00
2022/04/06 17:20,480,4,0.00
2022/04/06 17:25,484,4,0.00
2022/04/06 17:30,503,4,0.00
2022/04/06 17:35,468,4,0.00
2022/04/06 17:40,496,4,0.00
2022/04/06 17:45,499,4,0.00
2022/04/06 17:50,503,4,0.00
2022/04/06 17:55,539,4,0.00
2022/04/06 18:00,504,4,0.00
2022/04/06 18:05,554,4,0.00
2022/04/06 18:10,512,4,0.00
2022/04/06 18:15,479,4,0.00
2022/04/06 18:20,485,4,0.00
2022/04/06 18:25,537,4,0.00
2022/04/06 18:30,511,4,0.00
2022/04/06 18:35,495,4,0.00
2022/04/06 18:40,532,4,0.00
2022/04/06 18:45,483,4,0.00
2022/04/06 18:50,500,4,0.00
2022/04/06 18:55,477,4,0.00
2022/04/06 19:00,474,4,0.00
2022/04/06 19:05,437,4,0.00
2022/04/06 19:10,451,4,0.00
2022/04/06 19:15,484,4,0.00
2022/04/06 19:20,467,4,0.00
2022/04/06 19:25,432,4,0.00
2022/04/06 19:30,460,4,0.00
2022/04/06 19:35,469,4,0.00
2022/04/06 19:40,493,4,0.00
2022/04/06 19:45,520,4,0.00
2022/04/06 19:50,486,4,0.00
2022/04/06 19:55,509,4,0.00
2022/04/06 20:00,466,4,0.00
2022/04/06 20:05,500,4,0.00
2022/04/06 20:10,490,4,0.00
2022/04/06 20:15,478,4,0.00
2022/04/06 20:20,513,4,0.00
2022/04/06 20:25,488,4,0.00
2022/04/06 20:30,502,4,0.00
2022/04/06 20:35,536,4,0.00
2022/04/06 20:40,479,4,0.00
2022/04/06 20:45,511,4,0.00
2022/04/06 20:50,478,4,0.00
2022/04/06 20:55,494,4,0.00
2022/04/06 21:00,445,4,0.00
2022/04/06 21:05,449,4,0.00
2022/04/06 21:10,430,4,0.00
2022/04/06 21:15,425,4,0.00
2022/04/06 21:20,449,4,0.00
2022/04/06 21:25,425,4,0.00
2022/04/06 21:30,439,4,0.00
2022/04/06 21:35,399,4,0.00
2022/04/06 21:40,449,4,0.00
2022/04/06 21:45,483,4,0.00
2022/04/06 21:50,503,4,0.00
2022/04/06 21:55,483,4,0.00
2022/04/06 22:00,419,4,0.00
2022/04/06 22:05,478,4,0.00
2022/04/06 22:10,442,4,0.00
2022/04/06 22:15,462,4,0.00
2022/04/06 22:20,473,4,0.00
2022/04/06 22:25,500,4,0.00
2022/04/06 22:30,491,4,0.00
2022/04/06 22:35,482,4,0.00
2022/04/06 22:40,490,4,0.00
2022/04/06 22:45,490,4,0.00
2022/04/06 22:50,476,4,0.00
2022/04/06 22:55,486,4,0.00
2022/04/06 23:00,445,4,0.00
2022/04/06 23:05,449,4,0.00
2022/04/06 23:10,453,4,0.00
2022/04/06 23:15,423,4,0.00
2022/04/06 23:20,396,4,0.00
2022/04/06 23:25,413,4,0.00
2022/04/06 23:30,371,4,0.00
2022/04/06 23:35,379,4,0.00
2022/04/06 23:40,371,4,0.00
2022/04/06 23:45,341,4,0.00
2022/04/06 23:50,346,4,0.00
2022/04/06 23:55,355,4,0.00
2022/05/06 00:00,327,4,0.00
2022/05/06 00:05,353,4,0.00
2022/05/06 00:10,333,4,0.00
2022/05/06 00:15,323,4,0.00
2022/05/06 00:20,309,4,0.00
2022/05/06 00:25,309,4,0.00
2022/05/06 00:30,296,4,0.00
2022/05/06 00:35,302,4,0.00
2022/05/06 00:40,256,4,0.00
2022/05/06 00:45,241,4,0.00
2022/05/06 00:50,237,4,0.00
2022/05/06 00:55,244,4,0.00
2022/05/06 01:00,255,4,0.00
2022/05/06 01:05,194,4,0.00
2022/05/06 01:10,226,4,0.00
2022/05/06 01:15,183,4,0.00
2022/05/06 01:20,182,4,0.00
2022/05/06 01:25,182,4,0.00
2022/05/06 01:30,187,4,0.00
2022/05/06 01:35,151,4,0.00
2022/05/06 01:40,157,4,0.00
2022/05/06 01:45,166,4,0.00
2022/05/06 01:50,154,4,0.00
2022/05/06 01:55,141,4,0.00
2022/05/06 02:00,146,4,0.00
2022/05/06 02:05,131,4,0.00
2022/05/06 02:10,134,4,0.00
2022/05/06 02:15,142,4,0.00
2022/05/06 02:20,119,4,0.00
2022/05/06 02:25,126,4,0.00
2022/05/06 02:30,106,4,0.00
2022/05/06 02:35,108,4,0.00
2022/05/06 02:40,110,4,0.00
2022/05/06 02:45,96,4,0.00
2022/05/06 02:50,103,4,0.00
2022/05/06 02:55,99,4,0.00
2022/05/06 03:00,89,4,0.00
2022/05/06 03:05,74,4,0.00
2022/05/06 03:10,85,4,0.00
2022/05/06 03:15,85,4,0.00
2022/05/06 03:20,71,4,0.00
2022/05/06 03:25,72,4,0.00
2022/05/06 03:30,78,4,0.00
2022/05/06 03:35,76,4,0.00
2022/05/06 03:40,82,4,0.00
2022/05/06 03:45,73,4,0.00
2022/05/06 03:50,59,4,0.00
2022/05/06 03:55,65,4,0.00
2022/05/06 04:00,71,4,0.00
2022/05/06 04:05,71,4,0.00
2022/05/06 04:10,61,4,0.00
2022/05/06 04:15,73,4,0.00
2022/05/06 04:20,70,4,0.00
2022/05/06 04:25,66,4,0.00
2022/05/06 04:30,72,4,0.00
2022/05/06 04:35,71,4,0.00
2022/05/06 04:40,88,4,0.00
2022/05/06 04:45,75,4,0.00
2022/05/06 04:50,79,4,0.00
2022/05/06 04:55,71,4,0.00
2022/05/06 05:00,70,4,0.00
2022/05/06 05:05,73,4,0.00
2022/05/06 05:10,78,4,0.00
2022/05/06 05:15,89,4,0.00
2022/05/06 05:20,111,4,0.00
2022/05/06 05:25,85,4,0.00
2022/05/06 05:30,118,4,0.00
2022/05/06 05:35,115,4,0.00
2022/05/06 05:40,114,4,0.00
2022/05/06 05:45,119,4,0.00
2022/05/06 05:50,137,4,0.00
2022/05/06 05:55,131,4,0.00
2022/05/06 06:00,137,4,0.00
2022/05/06 06:05,151,4,0.00
2022/05/06 06:10,144,4,0.00
2022/05/06 06:15,174,4,0.00
2022/05/06 06:20,174,4,0.00
2022/05/06 06:25,190,4,0.00
2022/05/06 06:30,216,4,0.00
2022/05/06 06:35,194,4,0.00
2022/05/06 06:40,211,4,0.00
2022/05/06 06:45,217,4,0.00
2022/05/06 06:50,218,4,0.00
2022/05/06 06:55,244,4,0.00
2022/05/06 07:00,214,4,0.00
2022/05/06 07:05,210,4,0.00
2022/05/06 07:10,223,4,0.00
2022/05/06 07:15,232,4,0.00
2022/05/06 07:20,255,4,0.00
2022/05/06 07:25,241,4,0.00
2022/05/06 07:30,257,4,0.00
2022/05/06 07:35,294,4,0.00
2022/05/06 07:40,304,4,0.00
2022/05/06 07:45,285,4,0.00
2022/05/06 07:50,323,4,0.00
2022/05/06 07:55,316,4,0.00
2022/05/06 08:00,308,4,0.00
2022/05/06 08:05,299,4,0.00
2022/05/06 08:10,306,4,0.00
2022/05/06 08:15,332,4,0.00
2022/05/06 08:20,317,4,0.00
2022/05/06 08:25,348,4,0.00
2022/05/06 08:30,348,4,0.00
2022/05/06 08:35,359,4,0.00
2022/05/06 08:40,366,4,0.00
2022/05/06 08:45,383,4,0.00
2022/05/06 08:50,367,4,0.00
2022/05/06 08:55,350,4,0.00
2022/05/06 09:00,391,4,0.00
2022/05/06 09:05,369,4,0.00
2022/05/06 09:10,385,4,0.00
2022/05/06 09:15,370,4,0.00
2022/05/06 09:20,424,4,0.00
2022/05/06 09:25,454,4,0.00
2022/05/06 09:30,490,4,0.00
2022/05/06 09:35,481,4,0.00
2022/05/06 09:40,446,4,0.00
2022/05/06 09:45,460,4,0.00
2022/05/06 09:50,494,4,0.00
2022/05/06 09:55,486,4,0.00
2022/05/06 10:00,457,4,0.00
2022/05/06 10:05,438,4,0.00
2022/05/06 10:10,486,4,0.00
2022/05/06 10:15,505,4,0.00
2022/05/06 10:20,540,4,0.00
2022/05/06 10:25,466,4,0.00
2022/05/06 10:30,538,4,0.00
2022/05/06 10:35,480,4,0.00
2022/05/06 10:40,546,4,0.00
2022/05/06 10:45,544,4,0.00
2022/05/06 10:50,514,4,0.00
2022/05/06 10:55,527,4,0.00
2022/05/06 11:00,556,4,0.00
2022/05/06 11:05,550,4,0.00
2022/05/06 11:10,555,4,0.00
2022/05/06 11:15,586,4,0.00
2022/05/06 11:20,562,4,0.00
2022/05/06 11:25,507,4,0.00
2022/05/06 11:30,575,4,0.00
2022/05/06 11:35,501,4,0.00
2022/05/06 11:40,576,4,0.00
2022/05/06 11:45,541,4,0.00
2022/05/06 11:50,550,4,0.00
2022/05/06 11:55,538,4,0.00
2022/05/06 12:00,532,4,0.00
2022/05/06 12:05,540,4,0.00
2022/05/06 12:10,577,4,0.00
2022/05/06 12:15,580,4,0.00
2022/05/06 12:20,555,4,0.00
2022/05/06 12:25,587,4,0.00
2022/05/06 12:30,534,4,0.00
2022/05/06 12:35,552,4,0.00
2022/05/06 12:40,564,4,0.00
2022/05/06 12:45,579,4,0.00
2022/05/06 12:50,557,4,0.00
2022/05/06 12:55,570,4,0.00
2022/05/06 13:00,547,4,0.00
2022/05/06 13:05,545,4,0.00
2022/05/06 13:10,567,4,0.00
2022/05/06 13:15,565,4,0.00
2022/05/06 13:20,572,4,0.00
2022/05/06 13:25,546,4,0.00
2022/05/06 13:30,549,4,0.00
2022/05/06 13:35,559,4,0.00
2022/05/06 13:40,567,4,0.00
2022/05/06 13:45,558,4,0.00
2022/05/06 13:50,545,4,0.00
2022/05/06 13:55,576,4,0.00
2022/05/06 14:00,533,4,0.00
2022/05/06 14:05,550,4,0.00
2022/05/06 14:10,527,4,0.00
2022/05/06 14:15,546,4,0.00
2022/05/06 14:20,550,4,0.00
2022/05/06 14:25,564,4,0.00
2022/05/06 14:30,560,4,0.00
2022/05/06 14:35,561,4,0.00
2022/05/06 14:40,509,4,0.00
2022/05/06 14:45,517,4,0.00
2022/05/06 14:50,531,4,0.00
2022/05/06 14:55,521,4,0.00
2022/05/06 15:00,536,4,0.00
2022/05/06 15:05,557,4,0.00
2022/05/06 15:10,516,4,0.00
2022/05/06 15:15,526,4,0.00
2022/05/06 15:20,569,4,0.00
2022/05/06 15:25,558,4,0.00
2022/05/06 15:30,561,4,0.00
2022/05/06 15:35,528,4,0.00
2022/05/06 15:40,549,4,0.00
2022/05/06 15:45,560,4,0.00
2022/05/06 15:50,538,4,0.00
2022/05/06 15:55,535,4,0.00
2022/05/06 16:00,503,4,0.00
2022/05/06 16:05,544,4,0.00
2022/05/06 16:10,509,4,0.00
2022/05/06 16:15,526,4,0.00
2022/05/06 16:20,554,4,0.00
2022/05/06 16:25,535,4,0.00
2022/05/06 16:30,585,4,0.00
2022/05/06 16:35,519,4,0.00
2022/05/06 16:40,541,4,0.00
2022/05/06 16:45,581,4,0.00
2022/05/06 16:50,538,4,0.00
2022/05/06 16:55,567,4,0.00
2022/05/06 17:00,572,4,0.00
2022/05/06 17:05,545,4,0.00
2022/05/06 17:10,548,4,0.00
2022/05/06 17:15,541,4,0.00
2022/05/06 17:20,536,4,0.00
2022/05/06 17:25,562,4,0.00
2022/05/06 17:30,577,4,0.00
2022/05/06 17:35,513,4,0.00
2022/05/06 17:40,546,4,0.00
2022/05/06 17:45,551,4,0.00
2022/05/06 17:50,551,4,0.00
2022/05/06 17:55,558,4,0.00
2022/05/06 18:00,556,4,0.00
2022/05/06 18:05,553,4,0.00
2022/05/06 18:10,531,4,0.00
2022/05/06 18:15,557,4,0.00
2022/05/06 18:20,532,4,0.00
2022/05/06 18:25,513,4,0.00
2022/05/06 18:30,552,4,0.00
2022/05/06 18:35,573,4,0.00
2022/05/06 18:40,529,4,0.00
2022/05/06 18:45,560,4,0.00
2022/05/06 18:50,487,4,0.00
2022/05/06 18:55,538,4,0.00
2022/05/06 19:00,547,4,0.00
2022/05/06 19:05,529,4,0.00
2022/05/06 19:10,512,4,0.00
2022/05/06 19:15,514,4,0.00
2022/05/06 19:20,521,4,0.00
2022/05/06 19:25,495,4,0.00
2022/05/06 19:30,543,4,0.00
2022/05/06 19:35,545,4,0.00
2022/05/06 19:40,547,4,0.00
2022/05/06 19:45,555,4,0.00
2022/05/06 19:50,538,4,0.00
2022/05/06 19:55,486,4,0.00
2022/05/06 20:00,517,4,0.00
2022/05/06 20:05,499,4,0.00
2022/05/06 20:10,396,4,0.00
2022/05/06 20:15,471,4,0.00
2022/05/06 20:20,493,4,0.00
2022/05/06 20:25,493,4,0.00
2022/05/06 20:30,452,4,0.00
2022/05/06 20:35,456,4,0.00
2022/05/06 20:40,485,4,0.00
2022/05/06 20:45,487,4,0.00
2022/05/06 20:50,483,4,0.00
2022/05/06 20:55,485,4,0.00
2022/05/06 21:00,500,4,0.00
2022/05/06 21:05,504,4,0.00
2022/05/06 21:10,479,4,0.00
2022/05/06 21:15,497,4,0.00
2022/05/06 21:20,465,4,0.00
2022/05/06 21:25,462,4,0.00
2022/05/06 21:30,456,4,0.00
2022/05/06 21:35,430,4,0.00
2022/05/06 21:40,407,4,0.00
2022/05/06 21:45,418,4,0.00
2022/05/06 21:50,390,4,0.00
2022/05/06 21:55,378,4,0.00
2022/05/06 22:00,392,4,0.00
2022/05/06 22:05,380,4,0.00
2022/05/06 22:10,365,4,0.00
2022/05/06 22:15,369,4,0.00
2022/05/06 22:20,353,4,0.00
2022/05/06 22:25,355,4,0.00
2022/05/06 22:30,342,4,0.00
2022/05/06 22:35,297,4,0.00
2022/05/06 22:40,303,4,0.00
2022/05/06 22:45,304,4,0.00
2022/05/06 22:50,301,4,0.00
2022/05/06 22:55,320,4,0.00
2022/05/06 23:00,291,4,0.00
2022/05/06 23:05,279,4,0.00
2022/05/06 23:10,275,4,0.00
2022/05/06 23:15,283,4,0.00
2022/05/06 23:20,280,4,0.00
2022/05/06 23:25,251,4,0.00
2022/05/06 23:30,259,4,0.00
2022/05/06 23:35,251,4,0.00
2022/05/06 23:40,216,4,0.00
2022/05/06 23:45,200,4,0.00
2022/05/06 23:50,171,4,0.00
2022/05/06 23:55,214,4,0.00
2022/06/06 00:00,201,4,0.00
2022/06/06 00:05,174,4,0.00
2022/06/06 00:10,162,4,0.00
2022/06/06 00:15,170,4,0.00
2022/06/06 00:20,159,4,0.00
2022/06/06 00:25,161,4,0.00
2022/06/06 00:30,160,4,0.00
2022/06/06 00:35,127,4,0.00
2022/06/06 00:40,181,4,0.00
2022/06/06 00:45,111,4,0.00
2022/06/06 00:50,111,4,0.00
2022/06/06 00:55,121,4,0.00
2022/06/06 01:00,115,4,0.00
2022/06/06 01:05,113,4,0.00
2022/06/06 01:10,101,4,0.00
2022/06/06 01:15,105,4,0.00
2022/06/06 01:20,94,4,0.00
2022/06/06 01:25,91,4,0.00
2022/06/06 01:30,79,4,0.00
2022/06/06 01:35,84,4,0.00
2022/06/06 01:40,68,4,0.00
2022/06/06 01:45,71,4,0.00
2022/06/06 01:50,89,4,0.00
2022/06/06 01:55,71,4,0.00
2022/06/06 02:00,79,4,0.00
2022/06/06 02:05,84,4,0.00
2022/06/06 02:10,74,4,0.00
2022/06/06 02:15,80,4,0.00
